queue	lemma	cltk_upos	corpus_occurrences_upper_bound	pilot_lemma_occurrences	pilot_document_count	contributing_form_count	ambiguous_form_count	dictionary_support	dictionary_sources	dictionary_entry_count	pos_assessment	also_in_structural_stage	top_forms
no_dictionary_match	eloquentiae	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""eloquentiaei"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	elqoquor	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""elqoquentes"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	ema	PROPN	1	1	1	1	0	none	[]	0	unknown	True	"[{""form"":""emim"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	encomiograpium	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""encomiographos"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	ensum	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""entius"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	epanorvwa	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""epanorvwma"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	epeanaphor	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""epeanaphoris"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	ephrater	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""ephratæ"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	ephronus	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""ephronis"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	epidymia	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""epidymias"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	epistolico	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""epistolicotata"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	erasten	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""erasten"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	erb	NUM	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""erb"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	erd	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""erd"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	erisates	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""erisatin"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	esebo	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""eseban"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	etalesinmis	ADJ	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""etalesinmis"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	exoptus	ADJ	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""exoptissima"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	exoror	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""exorertur"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	facillum	ADJ	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""facilluma"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	faustinians	ADJ	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""faustiniani"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	firman	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""firman"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	flago	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""flagitum"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	flam	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""flame"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	foristo	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""foristareres"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	fraglum	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""fraglo"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	frivoleus	ADJ	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""frivoleis"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	fronimwn	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""fronimwn"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	ftratrra	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""ftratri"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	ganymedum	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""ganymēdis"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	gauranus	ADJ	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""gauranos"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	geho	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""gehon"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	gnomis	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""gnome"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	go	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""gaham"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	gracchanus	ADJ	1	1	1	1	0	none	[]	0	unknown	True	"[{""form"":""gracchanus"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	grajus	X	1	1	1	1	0	none	[]	0	unknown	True	"[{""form"":""grajus"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	gratuo	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""gratuando"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	haggo	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""haggi"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	hamartymo	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""hamartymatwn"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	hamdo	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""hamdan"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	hekousiwnus	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""hekousiwn"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	hethaeus	NOUN	1	1	1	1	0	none	[]	0	unknown	True	"[{""form"":""hethaeos"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	hevilo	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""hevilath"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	hoba	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""hoba"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	hoceo	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""hocie"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	hsitrio	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""hsitrionis"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	hygemona	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""hygemona"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	iavoleno	ADV	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""iavoleno"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	idumaeus	ADJ	1	1	1	1	0	none	[]	0	unknown	True	"[{""form"":""idumæorum"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	imeprator	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""imeprator"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	imios	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""imios"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	incoomodus	ADJ	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""incoomoda"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	indgaver	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""indgaveris"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	ingeius	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""ingeium"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	ingr	NUM	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""ingr"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	ingus	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""inguem"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	inluculo	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""inluculascit"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	inmprimus	ADJ	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""inmprimis"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	inpero	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""inpertes"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	insginiter	ADV	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""insginiter"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	insipsio	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""insipsiente"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	inusdeo	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""inussusset"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	invaago	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""invaasit"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	inxlifco	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""inxlifxit"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	isistos	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""isistoses"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	itemqus	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""itemqu"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	jabeo	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""jabel"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	jahelela	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""jahelel"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	jedlaph	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""jedlaph"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	jethra	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""jethram"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	joculo	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""jocularibs"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	jubo	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""jubal"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	justisco	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""justisti"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	kalwn	PUNCT	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""kalwn"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	kataploun	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""kataploun"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	koueo	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""koiny"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	kubeo	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""kubebis"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	labceus	ADJ	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""labceas"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	laertio	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""laertio"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	laetio	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""laetita"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	lanasiastdius	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""lanasiastdii"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	lanuvan	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""lanuvinum"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	larx	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""largys"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	latobega	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""latobrigis"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	lauus	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""lauuim"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	ler	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""ler"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	leridio	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""leridie"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	liisenus	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""liiseno"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	liscio	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""lisci"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	liscus	ADP	1	1	1	1	0	none	[]	0	unknown	True	"[{""form"":""liscus"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	liscus	NOUN	1	1	1	1	0	none	[]	0	unknown	True	"[{""form"":""lisco"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	longiuscula	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""longiusculam"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	loomes	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""loomin"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	magetobrigus	ADJ	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""magetobrigam"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	mahanus	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""mahanaim"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	manado	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""manadavit"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	manaho	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""manahat"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	menoetia	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""menoetiadi"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	miges	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""migitem"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	mispho	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""misphat"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	mithodado	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""mithradatis"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	modulatorius	ADJ	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""modulatorioes"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	mopeo	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""mophim"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	mosstus	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""mosstos"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	moueo	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""mot"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	mucculo	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""mucculentior"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	multaqum	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""multaqu"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	multoi	PART	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""multoi"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	mytropolewn	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""mytropolewn"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	neiqo	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""neuqe"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	neomicio	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""neomicel"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	nephhuo	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""nephthuim"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	nern	NUM	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""nern"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	neutalenio	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""neutalenisandes"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	next	NUM	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""next"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	nio	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""nios"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	nisiar	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""nisiar"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	niubo	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""niubo"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	nmeo	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""nmi"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	nnaro	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""nnare"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	nuaes	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""nuic"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	numtus	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""numta"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	nustus	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""nustibus"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	oatrior	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""oatritam"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	obtemepranter	ADV	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""obtemepranter"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	obtensus	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""obtensui"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	ochozo	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""ochozath"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	odolexascus	ADJ	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""odolexasco"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	omra	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""omra"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	onoro	VERB	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""onorarem"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	oous	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""oousia"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	ophim	NUM	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""ophim"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	opisthodum	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""opisthodomis"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	orgetoricim	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""orgetoricem"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	orons	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""oronti"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
